Port;Transport;Protocol;
6065;TCP, UDP;WinPharaoh.;
6066;TCP, UDP;EWCTSP.;
6067;TCP, UDP;SRB.;
6068;TCP, UDP;GSMP, General Switch Management Protocol.;
6069;TCP, UDP;TRIP, Telephone Routing over IP.;
6070;TCP, UDP;Messageasap.;
6071;TCP, UDP;SSDTP.;
6072;TCP, UDP;DIAGNOSE-PROC.;
6073;TCP, UDP;DirectPlay8.;
6074;TCP, UDP;Microsoft Max.;
6075;TCP;Microsoft DPM Access Control Manager.;
6076;TCP;Microsoft DPM WCF Certificates.;
6077;TCP;iConstruct Server.;
6082;UDP;APCO Project 25 Common Air Interface.;
6083;UDP;telecomsoftware miami broadcast.;
6084;TCP, UDP;Peer to Peer Infrastructure Protocol.;
6085;TCP, UDP;konspire2b p2p network.;
6086;TCP, UDP;PDTP P2P.;
6087;TCP, UDP;Local Download Sharing Service.;
6088;TCP;SuperDog License Manager.;
6088;UDP;SuperDog License Manager Notifier.;
6099;TCP;RAXA Management.;
6100;TCP, UDP;SynchroNet-db.;
6101;TCP, UDP;SynchroNet-rtc.;
6102;TCP, UDP;SynchroNet-upd.;
6103;TCP, UDP;RETS.;
6104;TCP, UDP;DBDB.;
6105;TCP, UDP;Prima Server.;
6106;TCP, UDP;MPS Server.;
6107;TCP, UDP;ETC Control.;
6108;TCP, UDP;Sercomm-SCAdmin.;
6109;TCP, UDP;GLOBECAST-ID.;
6110;TCP, UDP;HP SoftBench CM.;
6111;TCP, UDP;HP SoftBench Sub-Process Control.;
6112;TCP, UDP;Desk-Top Sub-Process Control Daemon.;
6113;TCP;Daylite Server.;
6114;TCP;WRspice IPC Service.;
6115;TCP;Xic IPC Service.;
6116;TCP;XicTools License Manager Service.;
6117;TCP;Daylite Touch Sync.;
6118;UDP;Transparent Inter Process Communication.;
6121;TCP;SPDY for a faster web.;
6122;TCP, UDP;Backup Express Web Server.;
6123;TCP, UDP;Backup Express.;
6124;TCP, UDP;Phlexible Network Backup Service.;
6133;TCP, UDP;New Boundary Tech WOL.;
6140;TCP, UDP;Pulsonix Network License Service.;
6141;TCP, UDP;Meta Corporation License Manager.;
6142;TCP, UDP;Aspen Technology License Manager.;
6143;TCP, UDP;Watershed License Manager.;
6144;TCP, UDP;StatSci License Manager - 1.;
6145;TCP, UDP;StatSci License Manager - 2.;
6146;TCP, UDP;Lone Wolf Systems License Manager.;
6147;TCP, UDP;Montage License Manager.;
6148;TCP, UDP;Ricardo North America License Manager.;
6149;TCP, UDP;tal-pod.;
6159;TCP, UDP;EFB Application Control Interface.;
6160;TCP;Emerson Extensible Control and Management Protocol.;
6160;UDP;Emerson Extensible Control and Management Protocol Data.;
6161;TCP, UDP;PATROL Internet Srv Mgr.;
6162;TCP, UDP;PATROL Collector.;
6163;TCP, UDP;Precision Scribe Cnx Port.;
6200;TCP, UDP;LM-X License Manager by X-Formation.;
6201;UDP;Management of service nodes in a processing grid for thermodynamic calculations.;
6222;TCP, UDP;Radmind Access Protocol.;
6241;TCP, UDP;JEOL Network Services Data Transport Protocol 1;
6242;TCP, UDP;JEOL Network Services Data Transport Protocol 2;
6243;TCP, UDP;JEOL Network Services Data Transport Protocol 3;
6244;TCP, UDP;JEOL Network Services Data Transport Protocol 4;
6251;TCP, UDP;TL1 Raw Over SSL/TLS.;
6252;TCP, UDP;TL1 over SSH.;
6253;TCP, UDP;CRIP.;
6267;TCP;GridLAB-D User Interface.;
6268;TCP, UDP;Grid Authentication.;
6269;TCP, UDP;Grid Authentication Alt.;
6300;TCP, UDP;BMC GRX.;
6301;TCP, UDP;BMC CONTROL-D LDAP SERVER.;
6306;TCP, UDP;Unified Fabric Management Protocol.;
6315;TCP;Sensor Control Unit Protocol.;
6315;UDP;Sensor Control Unit Protocol Discovery Protocol.;
6316;TCP, UDP;Ethernet Sensor Communications Protocol.;
6320;TCP, UDP;Double-Take Replication Service.;
6321;TCP, UDP;Empress Software Connectivity Server 1.;
6322;TCP, UDP;Empress Software Connectivity Server 2.;
6324;TCP;HR Device Network Configuration Service.;
6324;UDP;HR Device Network service.;
6325;TCP;Double-Take Management Service.;
6326;TCP;Double-Take Virtual Recovery Assistant.;
6343;TCP, UDP;sFlow traffic monitoring.;
6346;TCP, UDP;gnutella-svc.;
6347;TCP, UDP;gnutella-rtr.;
6350;TCP, UDP;App Discovery and Access Protocol.;
6355;TCP, UDP;PMCS applications.;
6360;TCP, UDP;MetaEdit+ Multi-User.;
6370;TCP, UDP;MetaEdit+ Server Administration.;
6382;TCP, UDP;Metatude Dialogue Server.;
6389;TCP, UDP;clariion-evr01.;
6390;TCP, UDP;MetaEdit+ WebService API.;
6400;TCP, UDP;Business Objects CMS contact port.;
6401;TCP, UDP;boe-was.;
6402;TCP, UDP;boe-eventsrv.;
6403;TCP, UDP;boe-cachesvr.;
6404;TCP, UDP;boe-filesvr.;
6405;TCP, UDP;boe-pagesvr.;
6406;TCP, UDP;boe-processvr.;
6407;TCP, UDP;boe-reserved1.;
6408;TCP, UDP;boe-reserved2.;
6409;TCP, UDP;boe-reserved3.;
6410;TCP, UDP;boe-reserved4.;
6417;TCP, UDP;Faxcom Message Service.;
6418;TCP, UDP;SYserver remote commands.;
6419;TCP, UDP;Simple VDR Protocol.;
6420;TCP, UDP;NIM_VDRShell.;
6421;TCP, UDP;NIM_WAN.;
6432;TCP, UDP;PgBouncer.;
6443;TCP, UDP;Service Registry Default HTTPS Domain.;
6444;TCP, UDP;Grid Engine Qmaster Service.;
6445;TCP, UDP;Grid Engine Execution Service.;
6446;TCP, UDP;MySQL Proxy.;
6455;TCP, UDP;SKIP Certificate Receive.;
6456;TCP, UDP;SKIP Certificate Send.;
6471;TCP, UDP;LVision License Manager.;
6480;TCP, UDP;Service Registry Default HTTP Domain.;
6481;TCP, UDP;Service Tags.;
6482;TCP, UDP;Logical Domains Management Interface.;
6483;TCP, UDP;SunVTS RMI.;
6484;TCP, UDP;Service Registry Default JMS Domain.;
6485;TCP, UDP;Service Registry Default IIOP Domain.;
6486;TCP, UDP;Service Registry Default IIOPS Domain.;
6487;TCP, UDP;Service Registry Default IIOPAuth Domain.;
6488;TCP, UDP;Service Registry Default JMX Domain.;
6489;TCP, UDP;Service Registry Default Admin Domain.;
6500;TCP, UDP;BoKS Master.;
6501;TCP, UDP;BoKS Servc.;
6502;TCP, UDP;BoKS Servm.;
6503;TCP, UDP;BoKS Clntd.;
6505;TCP, UDP;BoKS Admin Private Port.;
6506;TCP, UDP;BoKS Admin Public Port.;
6507;TCP, UDP;BoKS Dir Server Private Port.;
6508;TCP, UDP;BoKS Dir Server Public Port.;
6509;TCP, UDP;MGCS-MFP Port.;
6510;TCP, UDP;MCER Port.;
6513;TCP, UDP;NETCONF over TLS.;
6514;DCCP;Syslog over DTLS.;
6514;TCP;Syslog over TLS.;
6514;UDP;Syslog over DTLS.;
6515;TCP, UDP;Elipse RPC Protocol.;
6543;TCP, UDP;lds_distrib.;
6544;TCP, UDP;LDS Dump Service.;
6547;TCP, UDP;American Power Conversion.;
6548;TCP, UDP;American Power Conversion.;
6549;TCP, UDP;American Power Conversion.;
6550;TCP, UDP;fg-sysupdate.;
6551;TCP, UDP;Software Update Manager.;
6558;TCP, UDP;xdsxdm.;
6566;TCP, UDP;SANE Control Port.;
6568;TCP;CanIt Storage Manager.;
6568;UDP;Roaring Penguin IP Address Reputation Collection.;
6579;TCP, UDP;Affiliate.;
6580;TCP, UDP;Parsec Masterserver.;
6581;TCP, UDP;Parsec Peer-to-Peer.;
6582;TCP, UDP;Parsec Gameserver.;
6583;TCP, UDP;JOA Jewel Suite.;
6600;TCP, UDP;Microsoft Hyper-V Live Migration.;
6601;TCP, UDP;Microsoft Threat Management Gateway SSTP.;
6602;TCP;Windows WSS Communication Framework.;
6619;TCP, UDP;ODETTE-FTP over TLS/SSL.;
6620;TCP, UDP;Kerberos V5 FTP Data.;
6621;TCP, UDP;Kerberos V5 FTP Control.;
6622;TCP, UDP;Multicast FTP.;
6623;TCP, UDP;Kerberos V5 Telnet.;
6624;TCP, UDP;DataScaler database.;
6625;TCP, UDP;DataScaler control.;
6626;TCP, UDP;WAGO Service and Update.;
6627;TCP, UDP;Allied Electronics NeXGen.;
6628;TCP, UDP;AFE Stock Channel M/C.;
6632;TCP;eGenix mxODBC Connect.;
6633;UDP;Cisco vPath Services Overlay.;
6655;TCP;PC SOFT - Software factory UI/manager.;
6656;TCP;Emergency Message Control Service.;
6657;UDP;PalCom Discovery.;
6670;TCP, UDP;Vocaltec Global Online Directory.;
6671;TCP, UDP;P4P Portal Service.;
6672;TCP, UDP;vision_server.;
6673;TCP, UDP;vision_elmd.;
6687;TCP, UDP;CleverView for cTrace Message Service.;
6688;TCP, UDP;CleverView for TCP/IP Message Service.;
6689;TCP, UDP;Tofino Security Appliance.;
6696;UDP;Babel.;
6701;TCP, UDP;KTI/ICAD Nameserver.;
6702;TCP, UDP;e-Design network.;
6703;TCP, UDP;e-Design web.;
6704;TCP, UDP;ForCES HP (High priority).;
6705;TCP, UDP;ForCES MP (Medium priority).;
6706;TCP, UDP;ForCES LP (Low priority).;
6714;TCP, UDP;Internet Backplane Protocol.;
6715;TCP, UDP;Fibotrader Communications.;
6767;TCP, UDP;BMC PERFORM AGENT.;
6768;TCP, UDP;BMC PERFORM MGRD.;
6769;TCP, UDP;ADInstruments GxP Server.;
6770;TCP, UDP;PolyServe http.;
6771;TCP, UDP;PolyServe https.;
6772;TCP, UDP;vision_server.;
6773;TCP, UDP;vision_elmd.;
6778;TCP;Viscount Freedom Bridge Protocol.;
6778;UDP;Viscount Freedom Bridge Discovery.;
6779;TCP, UDP;Osorno Automation.;
6784;UDP;Bidirectional Forwarding Detection (BFD) on Link Aggregation Group (LAG) Interfaces.;
6785;TCP, UDP;DGPF Individual Exchange.;
6786;TCP, UDP;Sun Java Web Console JMX.;
6787;TCP, UDP;Sun Web Console Admin.;
6788;TCP, UDP;SMC-HTTP.;
6789;TCP, UDP;SMC-HTTPS.;
6790;TCP, UDP;HNMP.;
6791;TCP, UDP;Halcyon Network Manager.;
6801;TCP, UDP;ACNET Control System Protocol.;
6817;TCP, UDP;PenTBox Secure IM Protocol.;
6831;TCP, UDP;ambit-lm.;
6841;TCP, UDP;Netmo Default.;
6842;TCP, UDP;Netmo HTTP.;
6850;TCP, UDP;ICCRUSHMORE.;
6868;TCP;Acctopus Command Channel.;
6868;UDP;Acctopus Status.;
6888;TCP, UDP;MUSE.;
6901;TCP;Novell Jetstream messaging protocol.;
6935;TCP, UDP;EthoScan Service.;
6936;TCP, UDP;XenSource Management Service.;
6946;TCP, UDP;Biometrics Server.;
6951;TCP, UDP;OTLP.;
6961;TCP, UDP;JMACT3.;
6962;TCP, UDP;jmevt2.;
6963;TCP, UDP;swismgr1.;
6964;TCP, UDP;swismgr2.;
6965;TCP, UDP;swistrap.;
6966;TCP, UDP;swispol.;
6969;TCP, UDP;acmsoda.;
6997;TCP, UDP;Mobility XE Protocol.;
6998;TCP, UDP;IATP-highPri.;
6999;TCP, UDP;IATP-normalPri.;
7000;TCP, UDP;Gryphon file server;
7001;TCP, UDP;callbacks to cache managers.;
7002;TCP, UDP;users & groups database.;
7003;TCP, UDP;volume location database.;
7004;TCP, UDP;AFS/Kerberos authentication service.;
7005;TCP, UDP;volume managment server.;
7006;TCP, UDP;error interpretation service.;
7007;TCP, UDP;basic overseer process.;
7008;TCP, UDP;server-to-server updater.;
7009;TCP, UDP;remote cache manager service.;
7010;TCP, UDP;onlinet uninterruptable power supplies.;
7011;TCP, UDP;Talon Discovery Port.;
7012;TCP, UDP;Talon Engine.;
7013;TCP, UDP;Microtalon Discovery.;
7014;TCP, UDP;Microtalon Communications.;
7015;TCP, UDP;Talon Webserver.;
7018;TCP;FISA Service.;
7019;TCP;doceri drawing service control.;
7019;UDP;doceri drawing service screen view.;
7020;TCP, UDP;DP Serve.;
7021;TCP, UDP;DP Serve Admin.;
7022;TCP, UDP;CT Discovery Protocol.;
7023;TCP, UDP;Comtech T2 NMCS.;
7024;TCP, UDP;Vormetric service.;
7025;TCP, UDP;Vormetric Service II.;
7030;TCP, UDP;ObjectPlanet probe.;
7031;TCP;IPOSPLANET retailing multi devices protocol.;
7040;UDP;Quest application level network service discovery.;
7070;TCP, UDP;ARCP.;
7080;TCP, UDP;EmpowerID Communication.;
7099;TCP, UDP;lazy-ptop.;
7100;TCP, UDP;X Font Service;
7101;TCP, UDP;Embedded Light Control Network.;
7107;UDP;AES-X170.;
7121;TCP, UDP;Virtual Prototypes License Manager.;
7128;TCP, UDP;intelligent data manager.;
7129;TCP, UDP;Catalog Content Search.;
7161;TCP, UDP;CA BSM Comm.;
7162;TCP, UDP;CA Storage Manager.;
7163;TCP, UDP;CA Connection Broker.;
7164;TCP, UDP;File System Repository Agent.;
7165;TCP, UDP;Document WCF Server.;
7166;TCP, UDP;Aruba eDiscovery Server.;
7167;TCP, UDP;CA SRM Agent.;
7168;TCP, UDP;cncKadServer DB & Inventory Services.;
7169;TCP, UDP;Consequor Consulting Process Integration Bridge .;
7170;TCP, UDP;Adaptive Name/Service Resolution.;
7171;TCP, UDP;Discovery and Retention Mgt Production.;
7172;TCP;Port used for MetalBend programmable interface.;
7173;TCP;zSecure Server.;
7174;TCP, UDP;Clutild.;
7200;TCP, UDP;FODMS FLIP.;
7201;TCP, UDP;DLIP.;
7227;TCP, UDP;Registry A $ M Protocol.;
7228;TCP;Citrix Universal Printing Port.;
7229;TCP;Citrix UPP Gateway.;
7236;TCP;Wi-Fi Alliance Wi-Fi Display Protocol.;
7237;TCP;PADS, Public Area Display System Server.;
7262;TCP, UDP;Calypso Network Access Protocol.;
7272;TCP, UDP;WatchMe Monitoring.;
7273;TCP, UDP;OMA Roaming Location.;
7274;TCP, UDP;OMA Roaming Location SEC.;
7275;TCP, UDP;OMA UserPlane Location.;
7276;TCP, UDP;OMA Internal Location Protocol.;
7277;TCP, UDP;OMA Internal Location Secure Protocol.;
7278;TCP, UDP;OMA Dynamic Content Delivery over CBS.;
7279;TCP, UDP;Citrix Licensing.;
7280;TCP, UDP;ITACTIONSERVER 1.;
7281;TCP, UDP;ITACTIONSERVER 2.;
7282;TCP;eventACTION/ussACTION (MZCA) server.;
7282;UDP;eventACTION/ussACTION (MZCA) alert;
7283;TCP;General Statistics Rendezvous Protocol.;
7365;TCP, UDP;LifeKeeper Communications.;
7391;TCP, UDP;mind-file system server.;
7392;TCP, UDP;mrss-rendezvous server.;
7393;TCP, UDP;nFoldMan Remote Publish.;
7394;TCP, UDP;File system export of backup images.;
7395;TCP, UDP;winqedit.;
7397;TCP, UDP;Hexarc Command Language.;
7400;TCP, UDP;RTPS Discovery.;
7401;TCP, UDP;RTPS Data-Distribution User-Traffic.;
7402;TCP, UDP;RTPS Data-Distribution Meta-Traffic.;
7410;TCP, UDP;Ionix Network Monitor.;
7421;TCP, UDP;Matisse Port Monitor.;
7426;TCP, UDP;OpenView DM Postmaster Manager.;
7427;TCP, UDP;OpenView DM Event Agent Manager.;
7428;TCP, UDP;OpenView DM Log Agent Manager.;
7429;TCP, UDP;OpenView DM rqt communication.;
7430;TCP, UDP;OpenView DM xmpv7 api pipe.;
7431;TCP, UDP;OpenView DM ovc/xmpv3 api pipe.;
7437;TCP, UDP;Faximum.;
7443;TCP, UDP;Oracle Application Server HTTPS.;
7473;TCP, UDP;Rise: The Vieneo Province.;
7491;TCP, UDP;telops-lmd.;
7500;TCP, UDP;Silhouette User.;
7501;TCP, UDP;HP OpenView Bus Daemon.;
7508;TCP;Automation Device Configuration Protocol.;
7509;TCP;ACPLT - process automation service.;
7510;TCP, UDP;HP OpenView Application Server.;
7511;TCP, UDP;pafec-lm.;
7542;TCP, UDP;Saratoga.;
7543;TCP, UDP;atul server.;
7544;TCP, UDP;FlowAnalyzer DisplayServer.;
7545;TCP, UDP;FlowAnalyzer UtilityServer.;
7546;TCP, UDP;Cisco Fabric service.;
7547;TCP, UDP;DSL Forum CWMP.;
7548;TCP, UDP;Threat Information Distribution Protocol.;
7549;TCP, UDP;Network Layer Signaling Transport Layer.;
7550;UDP;Cloud Signaling Service.;
7560;TCP, UDP;Sniffer Command Protocol.;
7566;TCP, UDP;VSI Omega.;
7569;TCP, UDP;Dell EqualLogic Host Group Management.;
7570;TCP, UDP;Aries Kfinder.;
7588;TCP, UDP;Sun License Manager.;
7624;TCP, UDP;Instrument Neutral Distributed Interface.;
7626;TCP, UDP;SIMCO, Simple Middlebox Configuration.;
7627;TCP, UDP;SOAP Service Port.;
7628;TCP, UDP;Primary Agent Work Notification.;
7629;TCP, UDP;OpenXDAS Wire Protocol.;
7630;TCP, UDP;HA Web Konsole.;
7631;TCP, UDP;TESLA System Messaging.;
7633;TCP, UDP;PMDF Management.;
7648;TCP, UDP;bonjour-cuseeme.;
7672;TCP, UDP;iMQ STOMP Server.;
7673;TCP, UDP;iMQ STOMP Server over SSL.;
7674;TCP, UDP;iMQ SSL tunnel.;
7675;TCP, UDP;iMQ Tunnel.;
7676;TCP, UDP;iMQ Broker Rendezvous.;
7677;TCP, UDP;Sun App Server - HTTPS.;
7680;TCP, UDP;Pando Media Public Distribution.;
7689;TCP, UDP;Collaber Network Service.;
7697;TCP, UDP;KLIO communications.;
7700;TCP, UDP;EM7 Secure Communications.;
7707;TCP, UDP;EM7 Dynamic Updates.;
7708;TCP, UDP;scientia.net.;
7720;TCP, UDP;MedImage Portal.;
7724;TCP, UDP;Novell Snap-in Deep Freeze Control.;
7725;TCP, UDP;Nitrogen Service.;
7726;TCP, UDP;FreezeX Console Service.;
7727;TCP, UDP;Trident Systems Data.;
7734;TCP, UDP;Smith Protocol over IP.;
7738;TCP, UDP;Peregrine Discovery Agent.;
7741;TCP, UDP;ScriptView Network.;
7742;TCP, UDP;Mugginsoft Script Server Service.;
7743;TCP, UDP;Sakura Script Transfer Protocol.;
7744;TCP, UDP;RAQMON, Real-time Application Quality-of-Service Monitoring.;
7747;TCP, UDP;Put/Run/Get Protocol.;
7777;TCP, UDP;cbt.;
7778;TCP, UDP;Interwise.;
7779;TCP, UDP;VSTAT.;
7781;TCP, UDP;accu-lmgr.;
7786;TCP, UDP;MINIVEND.;
7787;TCP, UDP;Popup Reminders Receive.;
7789;TCP, UDP;Office Tools Pro Receive.;
7794;TCP, UDP;Q3ADE Cluster Service.;
7797;TCP, UDP;Propel Connector port.;
7798;TCP, UDP;Propel Encoder port.;
7799;TCP, UDP;Alternate BSDP Service.;
7800;TCP, UDP;Apple Software Restore.;
7801;TCP, UDP;Secure Server Protocol - client.;
7810;TCP, UDP;Riverbed WAN Optimization Protocol.;
7845;TCP, UDP;APC.;
7846;TCP, UDP;APC.;
7869;TCP, UDP;MobileAnalyzer&MobileMonitor.;
7870;TCP, UDP;Riverbed Steelhead Mobile Service.;
7871;TCP;Mobile Device Management.;
7872;UDP;TLS-based Mobile IPv6 Security.;
7880;TCP, UDP;Pearson.;
7887;TCP, UDP;Universal Broker.;
7900;TCP, UDP;Multicast Event.;
7901;TCP, UDP;TNOS Service Protocol.;
7902;TCP, UDP;TNOS DiaguardProtocol.;
7903;TCP, UDP;TNOS Secure DiaguardProtocol.;
7913;TCP, UDP;QuickObjects secure port.;
7932;TCP, UDP;Tier 2 Data Resource Manager.;
7933;TCP, UDP;Tier 2 Business Rules Manager.;
7967;TCP, UDP;Supercell.;
7979;TCP, UDP;Micromuse-ncps.;
7980;TCP, UDP;Quest Vista.;
7981;TCP;Spotlight on SQL Server Desktop Collect.;
7982;TCP;Spotlight on SQL Server Desktop Agent.;
7982;UDP;Spotlight on SQL Server Desktop Agent Discovery.;
7997;TCP;PUSH Notification Service.;
7998;UDP;USI Content Push Service.;
7999;TCP, UDP;iRDMI2.;
8000;TCP, UDP;iRDMI.;
8001;TCP, UDP;VCOM Tunnel.;
8002;TCP, UDP;Teradata ORDBMS.;
8003;TCP, UDP;Mulberry Connect Reporting Service.;
8005;TCP, UDP;MXI Generation II for z/OS.;
8008;TCP, UDP;HTTP alternate.;
8019;TCP, UDP;QB DB Dynamic Port.;
8020;TCP, UDP;Intuit Entitlement Service and Discovery.;
8021;TCP, UDP;Intuit Entitlement Client.;
8022;TCP, UDP;oa-system.;
8025;TCP, UDP;CA Audit Distribution Agent.;
8026;TCP, UDP;CA Audit Distribution Server.;
8032;TCP, UDP;ProEd.;
8033;TCP, UDP;MindPrint.;
8034;TCP, UDP;.vantronix Management.;
8040;TCP, UDP;Ampify Messaging Protocol.;
8042;TCP, UDP;FireScope Agent.;
8043;TCP, UDP;FireScope Server.;
8044;TCP, UDP;FireScope Management Interface.;
8051;TCP;Rocrail Client Service.;
8052;TCP, UDP;Senomix Timesheets Server.;
8053;TCP, UDP;Senomix Timesheets Client [1 year assignment].;
8060;UDP;AERO, Asymmetric Extended Route Optimization.;
8074;TCP, UDP;Gadu-Gadu.;
8080;TCP, UDP;HTTP alternate.;
8081;TCP, UDP;Sun Proxy Admin Service.;
8082;TCP, UDP;Utilistor (Client).;
8083;TCP, UDP;Utilistor (Server).;
8086;TCP, UDP;Distributed SCADA Networking Rendezvous Port.;
8087;TCP, UDP;Simplify Media SPP Protocol.;
8088;TCP, UDP;Radan HTTP.;
8091;TCP, UDP;Jam Link Framework.;
8097;TCP, UDP;SAC Port Id.;
8100;TCP, UDP;Xprint Server.;
8101;TCP, UDP;Logical Domains Migration.;
8115;TCP, UDP;MTL8000 Matrix.;
8116;TCP, UDP;Check Point Clustering.;
8118;TCP, UDP;Privoxy HTTP proxy.;
8121;TCP, UDP;Apollo Data Port.;
8122;TCP, UDP;Apollo Admin Port.;
8128;TCP, UDP;PayCash Online Protocol.;
8129;TCP, UDP;PayCash Wallet-Browser.;
8130;TCP, UDP;INDIGO-VRMI.;
8131;TCP, UDP;INDIGO-VBCP.;
8132;TCP, UDP;dbabble.;
8148;TCP, UDP;i-SDD file transfer.;
8149;UDP;Edge of Reality game data.;
8153;TCP;QuantaStor Management Interface.;
8160;TCP, UDP;Patrol.;
8161;TCP, UDP;Patrol SNMP.;
8181;TCP;Intermapper network management system.;
8182;TCP, UDP;VMware Fault Domain Manager.;
8183;TCP, UDP;ProRemote.;
8184;TCP, UDP;Remote iTach Connection.;
8192;TCP, UDP;SpyTech Phone Service.;
8194;TCP, UDP;Bloomberg data API.;
8195;TCP, UDP;Bloomberg feed.;
8199;TCP, UDP;VVR DATA.;
8200;TCP, UDP;TRIVNET.;
8201;TCP, UDP;TRIVNET.;
8202;UDP;Audio+Ethernet Standard Open Protocol.;
8204;TCP, UDP;LM Perfworks.;
8205;TCP, UDP;LM Instmgr.;
8206;TCP, UDP;LM Dta.;
8207;TCP, UDP;LM SServer.;
8208;TCP, UDP;LM Webwatcher.;
8230;TCP, UDP;RexecJ Server.;
8243;TCP, UDP;Synapse Non Blocking HTTPS.;
8276;TCP, UDP;Pando Media Controlled Distribution.;
8280;TCP, UDP;Synapse Non Blocking HTTP.;
8292;TCP, UDP;Bloomberg professional.;
8293;TCP, UDP;Hiperscan Identification Service.;
8294;TCP, UDP;Bloomberg intelligent client.;
8300;TCP, UDP;Transport Management Interface.;
8301;TCP, UDP;Amberon PPC/PPS.;
8313;TCP;Hub Open Network.;
8320;TCP, UDP;Thin(ium) Network Protocol.;
8321;TCP, UDP;Thin(ium) Network Protocol.;
8351;TCP, UDP;Server Find.;
8376;TCP, UDP;Cruise ENUM.;
8377;TCP, UDP;Cruise SWROUTE.;
8378;TCP, UDP;Cruise CONFIG.;
8379;TCP, UDP;Cruise DIAGS.;
8380;TCP, UDP;Cruise UPDATE.;
8383;TCP, UDP;M2m Services.;
8400;TCP, UDP;cvd.;
8401;TCP, UDP;sabarsd.;
8402;TCP, UDP;abarsd.;
8403;TCP, UDP;admind.;
8404;TCP;SuperVault Cloud.;
8405;TCP;SuperVault Backup.;
8415;TCP;Delphix Session Protocol.;
8416;TCP, UDP;eSpeech Session Protocol.;
8417;TCP, UDP;eSpeech RTP Protocol.;
8442;TCP, UDP;CyBro A-bus Protocol.;
8443;TCP, UDP;PCsync HTTPS.;
8444;TCP, UDP;PCsync HTTP.;
8445;TCP;Port for copy peer sync feature.;
8445;UDP;Port for copy discovery.;
8450;TCP, UDP;npmp.;
8457;TCP;Nexenta Management GUI.;
8470;TCP, UDP;Cisco Address Validation Protocol.;
8471;TCP, UDP;PIM over reliable transport.;
8472;TCP, UDP;OVT, Overlay Transport Virtualization.;
8473;TCP, UDP;Vitual Point to Point.;
8474;TCP, UDP;AquaMinds NoteShare.;
8500;TCP, UDP;Flight Data Exchange.;
8501;TCP;CYTEL Message Transfer Management.;
8501;UDP;CYTEL Message Transfer Audio and Video.;
8554;TCP, UDP;RTSP Alternate (see port 554).;
8555;TCP, UDP;SYMAX D-FENCE.;
8567;TCP, UDP;EMIT tunneling protocol.;
8600;TCP, UDP;Surveillance Data.;
8609;UDP;Canon Compact Printer Protocol Discovery.;
8610;TCP, UDP;Canon MFNP Service.;
8611;TCP, UDP;Canon BJNP Port 1.;
8612;TCP, UDP;Canon BJNP Port 2.;
8613;TCP, UDP;Canon BJNP Port 3.;
8614;TCP, UDP;Canon BJNP Port 4.;
8615;TCP;Imink Service Control.;
8675;TCP;Motorola Solutions Customer Programming Software for Radio Management.;
8675;UDP;Motorola Solutions Customer Programming Software for Radio Management Discovery.;
8686;TCP, UDP;Sun App Server - JMX/RMI.;
8688;TCP;OpenRemote Controller HTTP/REST.;
8699;TCP, UDP;VNYX Primary Port.;
8711;TCP;Nuance Voice Control.;
8732;TCP;DASGIP Net Services.;
8733;TCP, UDP;iBus.;
8763;TCP, UDP;MC-APPSERVER.;
8764;TCP, UDP;OPENQUEUE.;
8765;TCP, UDP;Ultraseek HTTP.;
8770;TCP, UDP;Digital Photo Access Protocol.;
8786;TCP, UDP;Message Client.;
8787;TCP, UDP;Message Server.;
8793;TCP, UDP;Accedian Performance Measurement.;
8800;TCP, UDP;Sun Web Server Admin Service.;
8804;TCP, UDP;truecm.;
8873;TCP, UDP;dxspider linking protocol.;
8880;TCP, UDP;CDDBP.;
8881;TCP;Galaxy4D Online Game Engine.;
8883;TCP, UDP;Secure MQTT.;
8888;TCP, UDP;NewsEDGE server;
8889;TCP, UDP;NewsEDGE server broadcast;
8890;TCP, UDP;NewsEDGE client broadcast;
8891;TCP, UDP;NESS application;
8892;TCP, UDP;FARM product;
8893;TCP, UDP;NewsEDGE/Web application;
8894;TCP, UDP;COAL application;
8899;TCP, UDP;ospf-lite.;
8900;TCP, UDP;JMB-CDS 1.;
8901;TCP, UDP;JMB-CDS 2.;
8910;TCP, UDP;manyone-http.;
8911;TCP, UDP;manyone-xml.;
8912;TCP, UDP;Windows Client Backup.;
8913;TCP, UDP;Dragonfly System Service.;
8937;TCP;Transaction Warehouse Data Service.;
8953;TCP;unbound dns nameserver control.;
8954;TCP, UDP;Cumulus Admin Port.;
8989;TCP, UDP;Sun Web Server SSL Admin Service.;
8990;TCP, UDP;webmail HTTP service.;
8991;TCP, UDP;webmail HTTPS service.;
8999;TCP, UDP;Brodos Crypto Trade Protocol.;
9000;TCP, UDP;CSlistener.;
9001;TCP, UDP;ETL Service Manager.;
9002;TCP, UDP;DynamID authentication.;
9007;TCP, UDP;Open Grid Services Client.;
9008;TCP, UDP;Open Grid Services Server.;
9009;TCP, UDP;Pichat Server.;
9010;TCP, UDP;Secure Data Replicator Protocol.;
9020;TCP, UDP;TAMBORA.;
9021;TCP, UDP;Pangolin Identification.;
9022;TCP, UDP;PrivateArk Remote Agent.;
9023;TCP, UDP;Secure Web Access - 1.;
9024;TCP, UDP;Secure Web Access - 2.;
9025;TCP, UDP;Secure Web Access - 3.;
9026;TCP, UDP;Secure Web Access - 4.;
9050;TCP, UDP;Versiera Agent Listener.;
